animania:cooked_prime_rabbit,4,1,0,Roast Prime Rabbit,"foodMeats,listAllmeatcooked",Animania,4477,FALSE
animania:cooked_prime_steak,5,1,0,Roast Prime Steak,"foodMeats,listAllbeefcooked",Animania,4464,FALSE
animania:friesian_cheese_wedge,3,0.9,0,Cheese Wedge (Friesian),foodCheese,Animania,4490,FALSE
animania:goat_cheese_wedge,3,0.9,0,Cheese Wedge (Goat),foodCheese,Animania,4493,FALSE
animania:holstein_cheese_wedge,3,0.9,0,Cheese Wedge (Holstein),foodCheese,Animania,4491,FALSE
animania:jersey_cheese_wedge,3,0.9,0,Cheese Wedge (Jersey),foodCheese,Animania,4492,FALSE
animania:milk_bottle,4,1,0,Bottle of Milk,,Animania,4450,FALSE
animania:plain_omelette,5,0.6,0,Plain Omelette,,Animania,4456,FALSE
animania:raw_chevon,1,1,0,Raw Chevon,"foodMeats,listAllmeatraw",Animania,4482,FALSE
animania:raw_frog_legs,1,1,0,Raw Prime Frog Legs,"listAllfrograw,listAllmeatraw",Animania,4478,FALSE
animania:raw_horse,1,1,0,Raw Horse,"foodMeats,listAllmeatraw",Animania,4480,FALSE
animania:raw_peacock,1,1,0,Raw Peacock,listAllchickenraw,Animania,4486,FALSE
animania:raw_prime_bacon,1,1,0,Raw Prime Bacon,"foodMeats,listAllporkraw",Animania,4467,FALSE
animania:raw_prime_beef,1,1,0,Raw Prime Beef,"foodMeats,listAllbeefraw,listAllmeatraw",Animania,4461,FALSE
animania:raw_prime_chevon,1,1,0,Raw Prime Chevon,"foodMeats,listAllmeatraw",Animania,4484,FALSE
animania:raw_prime_chicken,1,1,0,Raw Prime Chicken,"foodMeats,listAllchickenraw,listAllmeatraw",Animania,4469,FALSE
animania:raw_prime_mutton,1,1,0,Raw Prime Mutton,"foodMeats,listAllmeatraw,listAllmuttonraw",Animania,4474,FALSE
animania:raw_prime_peacock,1,1,0,Raw Prime Peacock,listAllchickenraw,Animania,4488,FALSE
animania:raw_prime_pork,1,1,0,Raw Prime Pork,"foodMeats,listAllmeatraw,listAllporkraw",Animania,4465,FALSE
animania:raw_prime_rabbit,1,1,0,Raw Prime Rabbit,"foodMeats,listAllmeatraw",Animania,4476,FALSE
animania:raw_prime_steak,1,1,0,Raw Prime Steak,"foodMeats,listAllbeefraw,listAllmeatraw",Animania,4463,FALSE
animania:sheep_cheese_wedge,3,0.9,0,Cheese Wedge (Sheep),foodCheese,Animania,4494,FALSE
animania:super_omelette,5,0.9,0,Super Omelette,,Animania,4452,FALSE
animania:truffle,2,0.7,0,Truffle,,Animania,4457,FALSE
animania:truffle_omelette,5,0.8,0,Truffle Omelette,,Animania,4453,FALSE
animania:truffle_soup,10,0.6,0,Truffle Soup,,Animania,4458,FALSE
betteranimalsplus:blubber,1,2,0,Blubber,,Better Animals Plus,8446,FALSE
betteranimalsplus:crab_meat_cooked,5,1.2,0,Cooked Crab Meat,"foodCrabcooked,listAllfishcooked",Better Animals Plus,8470,FALSE
betteranimalsplus:crab_meat_raw,2,1,0,Raw Crab Meat,"foodCrabraw,listAllfishraw",Better Animals Plus,8469,FALSE
betteranimalsplus:eel_meat_cooked,4,0.7,0,Cooked Eel Meat,,Better Animals Plus,8480,FALSE
betteranimalsplus:eel_meat_raw,1,0,0,Raw Eel Meat,,Better Animals Plus,8479,FALSE
betteranimalsplus:fried_egg,5,1.5,0,Baked Egg,,Better Animals Plus,8481,FALSE
betteranimalsplus:goatcheese,3,1,0,Goat Cheese,"foodCheese,foodGoatCheese",Better Animals Plus,8448,FALSE
betteranimalsplus:pheasantcooked,7,1.2,0,Cooked Pheasant,listAllmeatcooked,Better Animals Plus,8450,FALSE
betteranimalsplus:pheasantraw,3,0,0,Raw Pheasant,listAllmeatraw,Better Animals Plus,8449,FALSE
betteranimalsplus:turkey_leg_cooked,4,1.2,0,Cooked Turkey Leg,listAllmeatcooked,Better Animals Plus,8478,FALSE
betteranimalsplus:turkey_leg_raw,2,0,0,Raw Turkey Leg,listAllmeatraw,Better Animals Plus,8477,FALSE
betteranimalsplus:venisoncooked,8,1.2,0,Cooked Venison,"foodVenisoncooked,listAllmeatcooked,listAllvenisoncooked",Better Animals Plus,8443,FALSE
betteranimalsplus:venisonraw,4,0,0,Raw Venison,"foodVenisonraw,listAllmeatraw,listAllvenisonraw",Better Animals Plus,8442,FALSE
betternether:black_apple,6,0.5,0,Black Apple,,Better Nether,4604,FALSE
betternether:stalagnate_bowl_apple,8,0.6,0,Black Apple,,Better Nether,4609,FALSE
betternether:stalagnate_bowl_mushroom,6,0.6,0,Mushroom Soup,,Better Nether,4608,FALSE
betternether:stalagnate_bowl_wart,4,0.6,0,Wart Soup,,Better Nether,4607,FALSE
betterwithmods:apple_pie,8,0.3,0,Apple Pie,,Better With Mods,5192,FALSE
betterwithmods:bat_wing,2,0.3,0,Bat Wing,"listAllmeatraw,mulchNitrogen",Better With Mods,5196,FALSE
betterwithmods:beef_dinner,8,0.6,0,Steak Dinner,,Better With Mods,5175,FALSE
betterwithmods:beef_potatoes,7,0.5,0,Steak and Potatoes,,Better With Mods,5176,FALSE
betterwithmods:chicken_soup,8,0.6,0,Chicken Soup,,Better With Mods,5177,FALSE
betterwithmods:chocolate,2,0.2,0,Chocolate,foodChocolatebar,Better With Mods,5178,FALSE
betterwithmods:chowder,5,0.6,0,Chowder,,Better With Mods,5179,FALSE
betterwithmods:cooked_bat_wing,4,0.6,0,Cooked Bat Wing,listAllmeatcooked,Better With Mods,5197,FALSE
betterwithmods:cooked_egg,3,0.5,0,Cooked Egg,,Better With Mods,5166,FALSE
betterwithmods:cooked_kebab,8,0.4,0,Kebab,,Better With Mods,5180,FALSE
betterwithmods:cooked_mystery_meat,6,0.8,0,Cooked Mystery Meat,"foodStewMeat,listAllmeatcooked",Better With Mods,5195,FALSE
betterwithmods:cooked_omelet,4,1,0,Cooked Mushroom Omelet,,Better With Mods,5170,FALSE
betterwithmods:cooked_scrambled_egg,5,0.5,0,Cooked Scrambled Eggs,,Better With Mods,5168,FALSE
betterwithmods:cooked_wolf_chop,8,0.3,0,Cooked Wolf Chop,listAllmeatcooked,Better With Mods,5190,FALSE
betterwithmods:creeper_oyster,2,0.6,0,Creeper Oyster,,Better With Mods,5163,FALSE
betterwithmods:donut,2,0.25,0,Donut,foodDonut,Better With Mods,5148,FALSE
betterwithmods:ham_and_eggs,6,1,0,Ham and Eggs,,Better With Mods,5171,FALSE
betterwithmods:hearty_stew,10,0.6,0,Hearty Stew,,Better With Mods,5181,FALSE
betterwithmods:kibble,3,0,0,Kibble,,Better With Mods,5191,FALSE
betterwithmods:mystery_meat,2,0.3,0,Mystery Meat,"listAllmeat,listAllmeatraw,mulchNitrogen",Better With Mods,5194,FALSE
betterwithmods:pork_dinner,8,0.6,0,Pork Dinner,,Better With Mods,5183,FALSE
betterwithmods:raw_egg,2,0.2,0,Raw Egg,listAllegg,Better With Mods,5165,FALSE
betterwithmods:raw_kebab,4,0.3,0,Uncooked Kebab,,Better With Mods,5182,FALSE
betterwithmods:raw_omelet,3,0.5,0,Raw Mushroom Omelet,,Better With Mods,5169,FALSE
betterwithmods:raw_scrambled_egg,4,0.3,0,Raw Scrambled Eggs,,Better With Mods,5167,FALSE
betterwithmods:tasty_sandwich,7,0.7,0,Foul Sandwich,,Better With Mods,5172,FALSE
betterwithmods:wolf_chop,3,0.3,0,Wolf Chop,"listAllmeatraw,mulchNitrogen",Better With Mods,5189,FALSE
betterwithaddons:food_amanita_baked,3,0.2,0,Baked Mushroom,,Better with Addons,5791,FALSE
betterwithaddons:food_beetroot_baked,5,0.4,0,Baked Beetroot,,Better with Addons,5793,FALSE
betterwithaddons:food_beetroot_cooked,4,0.5,0,Cooked Beetroot,,Better with Addons,5792,FALSE
betterwithaddons:food_bowl_rice,9,0.6,0,Bowl of Rice,,Better with Addons,5812,FALSE
betterwithaddons:food_carrot_baked,4,0.5,0,Baked Carrot,cookedCarrot,Better with Addons,5795,FALSE
betterwithaddons:food_carrot_cooked,3,0.6,0,Cooked Carrot,cookedCarrot,Better with Addons,5794,FALSE
betterwithaddons:food_clownfish_cooked,6,0.5,0,Cooked Clownfish,listAllmeatcooked,Better with Addons,5804,FALSE
betterwithaddons:food_cooked_rice,2,0.3,0,Cooked Rice,,Better with Addons,5811,FALSE
betterwithaddons:food_egg_cooked,4,0.3,0,Cooked Egg,,Better with Addons,5797,FALSE
betterwithaddons:food_fugu_sac,2,0.1,0,Fugu Sac,,Better with Addons,5808,FALSE
betterwithaddons:food_ground_meat,1,0.1,0,Ground Meat,,Better with Addons,5799,FALSE
betterwithaddons:food_meatballs,3,0.6,0,Meatballs,,Better with Addons,5798,FALSE
betterwithaddons:food_mulberry,1,0.2,0,Mulberry,,Better with Addons,5810,FALSE
betterwithaddons:food_mushroom_baked,3,0.2,0,Baked Mushroom,,Better with Addons,5790,FALSE
betterwithaddons:food_pie_amanita,8,0.3,0,Mushroom Pie,,Better with Addons,5801,FALSE
betterwithaddons:food_pie_meat,9,0.5,0,Meat Pie,,Better with Addons,5802,FALSE
betterwithaddons:food_pie_melon,8,0.4,0,Melon Pie,,Better with Addons,5803,FALSE
betterwithaddons:food_pie_mushroom,8,0.3,0,Mushroom Pie,,Better with Addons,5800,FALSE
betterwithaddons:food_potato_cooked,4,0.7,0,Cooked Potato,cookedPotato,Better with Addons,5796,FALSE
betterwithaddons:food_pufferfish_baked,6,0.6,0,Cooked Pufferfish,,Better with Addons,5805,FALSE
betterwithaddons:food_pufferfish_cooked,4,0.5,0,Cooked Fugu,,Better with Addons,5807,FALSE
betterwithaddons:food_pufferfish_prepared,2,0.1,0,Fugu,,Better with Addons,5806,FALSE
betterwithaddons:food_sashimi,2,0.1,0,Sashimi,,Better with Addons,5809,FALSE
betterwithaddons:laxative,0,0,0,Laxative,,Better with Addons,5813,FALSE
betterwithaddons:rotten_food,1,0.1,0,Rotten Food,,Better with Addons,5819,FALSE
biomesoplenty:berries,1,0.1,0,Hawthorn Berry,,Biomes O' Plenty,4268,FALSE
biomesoplenty:filled_honeycomb,3,0.4,0,Filled Honeycomb,foodFilledhoneycomb,Biomes O' Plenty,4273,FALSE
biomesoplenty:peach,5,0.2,0,Peach,"cropPeach,listAllfruit",Biomes O' Plenty,4270,FALSE
biomesoplenty:pear,5,0.3,0,Pear,"cropPear,listAllfruit",Biomes O' Plenty,4269,FALSE
biomesoplenty:persimmon,5,0.2,0,Persimmon,"cropPersimmon,listAllfruit",Biomes O' Plenty,4271,FALSE
biomesoplenty:ricebowl,2,0.6,0,Bowl of Rice,foodBowlofrice,Biomes O' Plenty,4275,FALSE
biomesoplenty:shroompowder,1,0.1,0,Shroom Powder,foodMushroompowder,Biomes O' Plenty,4274,FALSE
dungeontactics:bottled_milk,0,0.2,0,Bottled Milk,,DungeonTactics,6227,FALSE
dungeontactics:bread_slice,1,0.2,0,Slice of Bread,,DungeonTactics,6242,FALSE
dungeontactics:candy_skull,1,0,0,Candy Skull,,DungeonTactics,6274,FALSE
dungeontactics:cherry_bomb,1,0.2,0,Cherry Bomb,,DungeonTactics,6092,FALSE
dungeontactics:fire_water,0,0.2,0,Ever-Flowing Fire Water,,DungeonTactics,6169,FALSE
dungeontactics:fish_flying,3,0.4,0,Flying Fish,,DungeonTactics,6230,FALSE
dungeontactics:fish_flying_cooked,4,0.6,0,Cooked Flying Fish,,DungeonTactics,6231,FALSE
dungeontactics:fish_lava,3,0.4,0,Lava Fish,,DungeonTactics,6232,FALSE
dungeontactics:fish_lava_cooked,4,0.6,0,Cooked Lava Fish,,DungeonTactics,6233,FALSE
dungeontactics:fish_lung,3,0.4,0,Lung Fish,,DungeonTactics,6236,FALSE
dungeontactics:fish_lung_cooked,4,0.6,0,Cooked Lung Fish,,DungeonTactics,6237,FALSE
dungeontactics:fish_muscle,3,0.4,0,Muscle Fish,,DungeonTactics,6234,FALSE
dungeontactics:fish_muscle_cooked,4,0.6,0,Cooked Muscle Fish,,DungeonTactics,6235,FALSE
dungeontactics:fish_obsidian,3,0.4,0,Obsidian Fish,,DungeonTactics,6238,FALSE
dungeontactics:fish_obsidian_cooked,4,0.6,0,Cooked Obsidian Fish,,DungeonTactics,6239,FALSE
dungeontactics:fish_swift,3,0.4,0,Swift Fish,,DungeonTactics,6228,FALSE
dungeontactics:fish_swift_cooked,4,0.6,0,Cooked Swift Fish,,DungeonTactics,6229,FALSE
dungeontactics:fish_tunnel,3,0.4,0,Tunnel Shark,,DungeonTactics,6240,FALSE
dungeontactics:fish_tunnel_cooked,4,0.6,0,Cooked Tunnel Shark,,DungeonTactics,6241,FALSE
dungeontactics:glowcurrent,1,0.2,0,Glowcurrent,,DungeonTactics,6094,FALSE
dungeontactics:incindiberry,1,0.2,0,Incindiberry,,DungeonTactics,6093,FALSE
dungeontactics:jam,1,0.4,0,Jam,,DungeonTactics,6245,FALSE
dungeontactics:jam_on_toast,4,0.8,0,Jam on Toast,,DungeonTactics,6246,FALSE
dungeontactics:mince_pie,1,0,0,Mince Pie,,DungeonTactics,6276,FALSE
dungeontactics:ration_gold,9,1.4,0,Gold Ration,,DungeonTactics,6249,FALSE
dungeontactics:ration_iron,9,1.4,0,Iron Ration,,DungeonTactics,6248,FALSE
dungeontactics:ration_standard,4,0.4,0,Standard Ration,,DungeonTactics,6247,FALSE
dungeontactics:spidereye_soup,4,1.6,0,Spider Eye Soup,,DungeonTactics,6250,FALSE
dungeontactics:toast,7,0.8,0,Toast,,DungeonTactics,6243,FALSE
dungeontactics:toast_slice,3,0.4,0,Slice of Toast,,DungeonTactics,6244,FALSE
endreborn:food_chorus_soup,5,0.6,0,Chorus Soup,,End: Reborn III,6434,FALSE
endreborn:food_dragonite_berries,1,0.1,0,Dragonite Berries,,End: Reborn III,6433,FALSE
endreborn:food_ender_flesh,4,0.4,0,Ender Flesh,,End: Reborn III,6432,FALSE
mod_lavacow:canebeef,5,0.5,0,The Sandwich Horror,,Fish's Undead Rising,6479,FALSE
mod_lavacow:canepork,5,0.5,0,Cane Pork,"listAllmeatraw,mulchNitrogen",Fish's Undead Rising,6480,FALSE
mod_lavacow:canerottenmeat,5,0.5,0,Cane Rotten Flesh,,Fish's Undead Rising,6481,FALSE
mod_lavacow:cheirolepis,6,0.8,0,Cheirolepis,"fish,listAllfishraw",Fish's Undead Rising,6488,FALSE
mod_lavacow:cheirolepis_cooked,2,0.1,0,Cooked Cheirolepis,listAllfishcooked,Fish's Undead Rising,6489,FALSE
mod_lavacow:frozenthigh,10,1.2,0,Frozen Thigh,"listAllmeatraw,mulchNitrogen",Fish's Undead Rising,6495,FALSE
mod_lavacow:green_bacon_and_eggs,10,1.2,0,Green Eggs and Bacon,,Fish's Undead Rising,6506,FALSE
mod_lavacow:meatball,2,0.6,0,Meat Ball,listAllmeatcooked,Fish's Undead Rising,6491,FALSE
mod_lavacow:mimic_claw,3,0.3,0,Mimicrab Claw,foodCrabraw,Fish's Undead Rising,6511,FALSE
mod_lavacow:mimic_claw_cooked,8,0.8,0,Baked Mimicrab Claw,foodCrabcooked,Fish's Undead Rising,6512,FALSE
mod_lavacow:mousse,3,0.1,0,Minced meat,"listAllmeatraw,mulchNitrogen",Fish's Undead Rising,6490,FALSE
mod_lavacow:netherstew,6,0.6,0,Nether Stew,,Fish's Undead Rising,6478,FALSE
mod_lavacow:parasite_item,2,0.3,0,Parasite,,Fish's Undead Rising,6484,FALSE
mod_lavacow:parasite_item_cooked,6,0.6,0,Cooked Parasite,,Fish's Undead Rising,6485,FALSE
mod_lavacow:piranha,2,0.1,0,Piranha,"fish,listAllfishraw",Fish's Undead Rising,6486,FALSE
mod_lavacow:piranha_cooked,6,0.8,0,Cooked Piranha,listAllfishcooked,Fish's Undead Rising,6487,FALSE
mod_lavacow:plagued_porkchop,3,0.3,0,Plagued Porkchop,,Fish's Undead Rising,6505,FALSE
mod_lavacow:ptera_wing,4,0.1,0,Ptera Wing,,Fish's Undead Rising,6523,FALSE
mod_lavacow:ptera_wing_cooked,8,0.8,0,Fried Ptera Wing,,Fish's Undead Rising,6524,FALSE
mod_lavacow:sausage_roll,8,0.8,0,Sausage Roll,,Fish's Undead Rising,6529,FALSE
mod_lavacow:shattered_ice,1,1.8,0,Shattered Ice,,Fish's Undead Rising,6541,FALSE
mod_lavacow:zombiepiranha_item,2,0.1,0,Frenzy,"fish,listAllfishraw",Fish's Undead Rising,6533,FALSE
mod_lavacow:zombiepiranha_item_cooked,6,0.8,0,Cooked Frenzy,listAllfishcooked,Fish's Undead Rising,6534,FALSE
minecraftfuture:suspiciousstew,6,0.6,0,Suspicious Stew,,Future MC,10233,FALSE
iceandfire:ambrosia,5,0.6,0,Ambrosia,,Ice and Fire,6699,FALSE
iceandfire:fire_dragon_flesh,8,0.8,0,Fire Dragon Flesh,,Ice and Fire,6676,FALSE
iceandfire:ice_dragon_flesh,8,0.8,0,Ice Dragon Flesh,,Ice and Fire,6677,FALSE
iceandfire:pixie_dust,1,0.3,0,Pixie Dust,,Ice and Fire,6696,FALSE
minecraft:apple,4,0.3,0,Apple,"cropApple,listAllfruit",Minecraft,260,FALSE
minecraft:baked_potato,5,0.6,0,Baked Potato,cookedPotato,Minecraft,393,FALSE
minecraft:beef,3,0.3,0,Raw Beef,"foodMeat,listAllbeefraw,listAllmeat,listAllmeatraw,meatBeef,mulchNitrogen",Minecraft,363,FALSE
minecraft:beetroot,1,0.6,0,Beetroot,"cropBeet,cropBeetroot,foodVegetable,listAllveggie",Minecraft,434,FALSE
minecraft:beetroot_soup,6,0.6,0,Beetroot Soup,,Minecraft,436,FALSE
minecraft:bread,5,0.6,0,Bread,"bread,foodBread",Minecraft,297,FALSE
minecraft:carrot,3,0.6,0,Carrot,"cropCarrot,foodVegetable,listAllveggie",Minecraft,391,FALSE
minecraft:chicken,2,0.3,0,Raw Chicken,"foodMeat,listAllchickenraw,listAllmeat,listAllmeatraw,meatChicken,mulchNitrogen",Minecraft,365,FALSE
minecraft:chorus_fruit,4,0.3,0,Chorus Fruit,listAllfruit,Minecraft,432,FALSE
minecraft:cooked_beef,8,0.8,0,Steak,"foodMeat,foodStewMeat,listAllbeefcooked,listAllmeatcooked,meatBeef",Minecraft,364,FALSE
minecraft:cooked_chicken,6,0.6,0,Cooked Chicken,"foodMeat,listAllchickencooked,listAllmeatcooked,meatChicken",Minecraft,366,FALSE
minecraft:cooked_fish,5,0.6,0,Cooked Fish,"foodStewMeat,listAllfishcooked,listAllmeatcooked,meatFish",Minecraft,350,TRUE
minecraft:cooked_fish,6,0.8,1,Cooked Salmon,"foodStewMeat,listAllfishcooked,listAllmeatcooked,meatFish",Minecraft,350,TRUE
minecraft:cooked_mutton,6,0.8,0,Cooked Mutton,"foodMeat,foodMuttoncooked,foodStewMeat,listAllmeatcooked,listAllmuttoncooked,meatMutton",Minecraft,424,FALSE
minecraft:cooked_porkchop,8,0.8,0,Cooked Porkchop,"foodMeat,foodStewMeat,listAllmeatcooked,listAllporkcooked,meatPork",Minecraft,320,FALSE
minecraft:cooked_rabbit,5,0.6,0,Cooked Rabbit,"foodMeat,foodRabbitcooked,listAllmeatcooked,listAllrabbitcooked",Minecraft,412,FALSE
minecraft:cookie,2,0.1,0,Cookie,,Minecraft,357,FALSE
minecraft:fish,2,0.1,0,Raw Fish,"fish,listAllfishfresh,listAllfishraw,listAllmeat,meatFish,mulchNitrogen,salmonRaw",Minecraft,349,TRUE
minecraft:fish,2,0.1,1,Raw Salmon,"fish,foodSalmonraw,listAllfishfresh,listAllfishraw,listAllmeat,meatFish,mulchNitrogen",Minecraft,349,TRUE
minecraft:fish,1,0.1,2,Clownfish,"fish,listAllfishfresh,listAllfishraw,mulchNitrogen",Minecraft,349,TRUE
minecraft:fish,1,0.1,3,Pufferfish,"fish,listAllfishfresh,listAllfishraw,mulchNitrogen",Minecraft,349,TRUE
minecraft:golden_apple,4,1.2,0,Golden Apple,,Minecraft,322,TRUE
minecraft:golden_apple,4,1.2,1,Golden Apple,,Minecraft,322,TRUE
minecraft:golden_carrot,6,1.2,0,Golden Carrot,,Minecraft,396,FALSE
minecraft:melon,2,0.3,0,Melon,,Minecraft,360,FALSE
minecraft:mushroom_stew,6,0.6,0,Mushroom Stew,,Minecraft,282,FALSE
minecraft:mutton,2,0.3,0,Raw Mutton,"foodMeat,foodMuttonraw,listAllmeat,listAllmeatraw,listAllmuttonraw,meatMutton,mulchNitrogen",Minecraft,423,FALSE
minecraft:poisonous_potato,2,0.3,0,Poisonous Potato,,Minecraft,394,FALSE
minecraft:porkchop,3,0.3,0,Raw Porkchop,"foodMeat,listAllmeat,listAllmeatraw,listAllporkraw,meatPork,mulchNitrogen",Minecraft,319,FALSE
minecraft:potato,1,0.3,0,Potato,"cropPotato,foodVegetable,listAllveggie",Minecraft,392,FALSE
minecraft:pumpkin_pie,8,0.3,0,Pumpkin Pie,,Minecraft,400,FALSE
minecraft:rabbit,3,0.3,0,Raw Rabbit,"foodMeat,foodRabbitraw,listAllmeat,listAllmeatraw,listAllrabbitraw,mulchNitrogen",Minecraft,411,FALSE
minecraft:rabbit_stew,10,0.6,0,Rabbit Stew,,Minecraft,413,FALSE
minecraft:rotten_flesh,4,0.1,0,Rotten Flesh,"meatRotten,mulchNitrogen",Minecraft,367,FALSE
minecraft:spider_eye,2,0.8,0,Spider Eye,eyeball,Minecraft,375,FALSE
mowziesmobs:glowing_jelly,1,0.1,0,Luminous Jelly,,Mowzie's Mobs,6976,FALSE
netherex:congealed_magma_cream,1,0.3,0,Congealed Magma Cream,foodCongealedmagmacream,NetherEx,7007,FALSE
netherex:enoki_mushroom,3,0.7,0,Enoki Mushroom,"cropEnokimushroom,listAllmushroom,listAllveggie,mushroomAny",NetherEx,7008,FALSE
netherex:ghast_meat_cooked,8,1,0,Ghast Cytoplasm Mound,"foodMeats,listAllghastcooked,listAllmeatcooked",NetherEx,7006,FALSE
netherex:ghast_meat_raw,4,0.5,0,Ghast Cytoplasm,"foodMeats,listAllghastraw,listAllmeatraw",NetherEx,7005,FALSE
harvestcraft:agaveitem,1,0.6,0,Agave,"cropAgave,listAllfruit",Pam's HarvestCraft,8851,FALSE
harvestcraft:akutuqitem,5,1.2,0,Akutuq,foodAkutuq,Pam's HarvestCraft,9751,FALSE
harvestcraft:almondbutteritem,1,1.2,0,Almond Butter,"foodAlmondbutter,listAllnutbutter",Pam's HarvestCraft,9560,FALSE
harvestcraft:almonditem,1,0.6,0,Almond,"cropAlmond,listAllnut",Pam's HarvestCraft,8973,FALSE
harvestcraft:amaranthitem,1,0.6,0,Amaranth,"cropAmaranth,listAllgrain",Pam's HarvestCraft,8853,FALSE
harvestcraft:anchovypepperonipizzaitem,13,1.2,0,Anchovy Pepperoni Pizza,foodAnchovypepperonipizza,Pam's HarvestCraft,9948,FALSE
harvestcraft:anchovyrawitem,1,0.6,0,Raw Anchovy,"fish,foodAnchovyraw,listAllfishfresh,listAllfishraw",Pam's HarvestCraft,10001,FALSE
harvestcraft:applecideritem,2,1.2,0,Apple Cider,foodApplecider,Pam's HarvestCraft,9526,FALSE
harvestcraft:applefritteritem,6,1.2,0,Apple Fritter,foodApplefritter,Pam's HarvestCraft,9632,FALSE
harvestcraft:applejellyitem,2,1.2,0,Apple Jelly,foodApplejelly,Pam's HarvestCraft,9390,FALSE
harvestcraft:applejellysandwichitem,6,1.2,0,Apple Jelly Sandwich,foodApplejellysandwich,Pam's HarvestCraft,9391,FALSE
harvestcraft:applejuiceitem,2,1.2,0,Apple Juice,"foodApplejuice,listAlljuice",Pam's HarvestCraft,9111,FALSE
harvestcraft:applepieitem,5,1.2,0,Apple Pie,foodApplepie,Pam's HarvestCraft,9096,FALSE
harvestcraft:applesauceitem,2,1.2,0,Apple Sauce,foodApplesauce,Pam's HarvestCraft,9093,FALSE
harvestcraft:applesmoothieitem,3,1.2,0,Apple Smoothie,"foodApplesmoothie,listAllsmoothie",Pam's HarvestCraft,9594,FALSE
harvestcraft:applesnowitem,4,1.2,0,Apple Snow,foodApplesnow,Pam's HarvestCraft,9811,FALSE
harvestcraft:appleyogurtitem,2,1.2,0,Apple Yogurt,"foodAppleyogurt,listAllyogurt",Pam's HarvestCraft,9367,FALSE
harvestcraft:apricotglazedporkitem,4,1.2,0,Apricot Glazed Pork,foodApricotglazedpork,Pam's HarvestCraft,9457,FALSE
harvestcraft:apricotitem,1,0.6,0,Apricot,"cropApricot,listAllfruit",Pam's HarvestCraft,8994,FALSE
harvestcraft:apricotjellyitem,2,1.2,0,Apricot Jelly,foodApricotjelly,Pam's HarvestCraft,9458,FALSE
harvestcraft:apricotjellysandwichitem,6,1.2,0,Apricot Jelly Sandwich,foodApricotjellysandwich,Pam's HarvestCraft,9459,FALSE
