animania:cooked_prime_rabbit,2.0,1,2,0.5,Roast Prime Rabbit,"['ore:foodMeats', 'ore:listAllmeatcooked']",Animania,4496
animania:cooked_prime_steak,2.0,1,2,0.5,Roast Prime Steak,"['ore:foodMeats', 'ore:listAllbeefcooked']",Animania,4483
animania:friesian_cheese_wedge,1.0,1,2,0.5,Cheese Wedge (Friesian),['ore:foodCheese'],Animania,4509
animania:goat_cheese_wedge,1.0,1,2,0.5,Cheese Wedge (Goat),['ore:foodCheese'],Animania,4512
animania:holstein_cheese_wedge,1.0,1,2,0.5,Cheese Wedge (Holstein),['ore:foodCheese'],Animania,4510
animania:jersey_cheese_wedge,1.0,1,2,0.5,Cheese Wedge (Jersey),['ore:foodCheese'],Animania,4511
animania:milk_bottle,2.0,4,2,0.5,Bottle of Milk,['ore:'],Animania,4469
animania:plain_omelette,1.0,1,2,0.5,Plain Omelette,['ore:'],Animania,4475
animania:raw_chevon,1.0,1,2,0.5,Raw Chevon,"['ore:foodMeats', 'ore:listAllmeatraw']",Animania,4501
animania:raw_frog_legs,1.0,1,2,0.5,Raw Prime Frog Legs,"['ore:listAllfrograw', 'ore:listAllmeatraw', 'ore:mulchNitrogen']",Animania,4497
animania:raw_horse,1.0,1,2,0.5,Raw Horse,"['ore:foodMeats', 'ore:listAllmeatraw']",Animania,4499
animania:raw_peacock,1.0,1,2,0.5,Raw Peacock,"['ore:listAllchickenraw', 'ore:listAllmeatraw', 'ore:mulchNitrogen']",Animania,4505
animania:raw_prime_bacon,2.0,4,2,0.5,Raw Prime Bacon,"['ore:foodMeats', 'ore:listAllporkraw']",Animania,4486
animania:raw_prime_beef,1.0,1,2,0.5,Raw Prime Beef,"['ore:foodMeats', 'ore:listAllbeefraw', 'ore:listAllmeatraw']",Animania,4480
animania:raw_prime_chevon,1.0,1,2,0.5,Raw Prime Chevon,"['ore:foodMeats', 'ore:listAllmeatraw']",Animania,4503
animania:raw_prime_chicken,1.0,1,2,0.5,Raw Prime Chicken,"['ore:foodMeats', 'ore:listAllchickenraw', 'ore:listAllmeatraw', 'ore:mulchNitrogen']",Animania,4488
animania:raw_prime_mutton,1.0,1,2,0.5,Raw Prime Mutton,"['ore:foodMeats', 'ore:listAllmeatraw', 'ore:listAllmuttonraw', 'ore:mulchNitrogen']",Animania,4493
animania:raw_prime_peacock,1.0,1,2,0.5,Raw Prime Peacock,"['ore:listAllchickenraw', 'ore:listAllmeatraw', 'ore:mulchNitrogen']",Animania,4507
animania:raw_prime_pork,1.0,1,2,0.5,Raw Prime Pork,"['ore:foodMeats', 'ore:listAllmeatraw', 'ore:listAllporkraw']",Animania,4484
animania:raw_prime_rabbit,1.0,1,2,0.5,Raw Prime Rabbit,"['ore:foodMeats', 'ore:listAllmeatraw']",Animania,4495
animania:raw_prime_steak,2.0,4,2,0.5,Raw Prime Steak,"['ore:foodMeats', 'ore:listAllbeefraw', 'ore:listAllmeatraw']",Animania,4482
animania:sheep_cheese_wedge,1.0,1,2,0.5,Cheese Wedge (Sheep),['ore:foodCheese'],Animania,4513
animania:super_omelette,5.0,1,7,3,Super Omelette,['ore:'],Animania,4471
animania:truffle,1.0,1,2,0.5,Truffle,['ore:'],Animania,4476
animania:truffle_omelette,2.0,1,2,0.5,Truffle Omelette,['ore:'],Animania,4472
animania:truffle_soup,3.0,1,5,1.5,Truffle Soup,['ore:'],Animania,4477
arcaneworld:glowing_chorus,1.0,1,2,0.5,Glowing Chorus Fruit,['ore:'],Arcane World,9223
betteranimalsplus:blubber,1.0,1,2,0.5,Blubber,['ore:'],Better Animals Plus,9279
betteranimalsplus:crab_meat_cooked,2.0,1,2,0.5,Cooked Crab Meat,"['ore:foodCrabcooked', 'ore:listAllfishcooked']",Better Animals Plus,9303
betteranimalsplus:crab_meat_raw,1.0,1,2,0.5,Raw Crab Meat,"['ore:foodCrabraw', 'ore:listAllfishraw']",Better Animals Plus,9302
betteranimalsplus:eel_meat_cooked,2.0,1,2,0.5,Cooked Eel Meat,"['ore:listAllfishcooked', 'ore:listAllmeatcooked']",Better Animals Plus,9313
betteranimalsplus:eel_meat_raw,1.0,1,2,0.5,Raw Eel Meat,"['ore:fish', 'ore:listAllfishraw', 'ore:listAllmeatraw', 'ore:mulchNitrogen']",Better Animals Plus,9312
betteranimalsplus:fried_egg,2.0,1,2,0.5,Cooked Monster Egg,['ore:'],Better Animals Plus,9314
betteranimalsplus:goatcheese,1.0,1,2,0.5,Goat Cheese,"['ore:foodCheese', 'ore:foodGoatCheese']",Better Animals Plus,9281
betteranimalsplus:pheasantcooked,2.0,1,2,0.5,Cooked Pheasant,['ore:listAllmeatcooked'],Better Animals Plus,9283
betteranimalsplus:pheasantraw,1.0,1,2,0.5,Raw Pheasant,['ore:listAllmeatraw'],Better Animals Plus,9282
betteranimalsplus:turkey_leg_cooked,2.0,1,2,0.5,Cooked Turkey Leg,"['ore:listAllmeatcooked', 'ore:listAllturkeycooked']",Better Animals Plus,9311
betteranimalsplus:turkey_leg_raw,1.0,1,2,0.5,Raw Turkey Leg,"['ore:listAllmeatraw', 'ore:listAllturkeyraw']",Better Animals Plus,9310
betteranimalsplus:venisoncooked,2.0,1,2,0.5,Cooked Venison,"['ore:foodVenisoncooked', 'ore:listAllmeatcooked', 'ore:listAllvenisoncooked']",Better Animals Plus,9276
betteranimalsplus:venisonraw,1.0,1,2,0.5,Raw Venison,"['ore:foodVenisonraw', 'ore:listAllmeatraw', 'ore:listAllvenisonraw', 'ore:mulchNitrogen']",Better Animals Plus,9275
betternether:black_apple,1.0,1,2,0.5,Black Apple,['ore:'],Better Nether,4623
betternether:stalagnate_bowl_apple,2.0,1,2,0.5,Black Apple,['ore:'],Better Nether,4628
betternether:stalagnate_bowl_mushroom,3.0,1,5,1.5,Mushroom Soup,['ore:'],Better Nether,4627
betternether:stalagnate_bowl_wart,2.0,1,2,0.5,Wart Soup,['ore:'],Better Nether,4626
betterwithmods:apple_pie,1.0,1,2,0.5,Apple Pie,['ore:'],Better With Mods,5419
betterwithmods:bat_wing,1.0,1,2,0.5,Bat Wing,"['ore:listAllmeatraw', 'ore:mulchNitrogen']",Better With Mods,5423
betterwithmods:beef_dinner,1.0,1,2,0.5,Steak Dinner,['ore:'],Better With Mods,5402
betterwithmods:beef_potatoes,1.0,1,2,0.5,Steak and Potatoes,['ore:'],Better With Mods,5403
betterwithmods:chicken_soup,1.0,1,2,0.5,Chicken Soup,['ore:'],Better With Mods,5404
betterwithmods:chocolate,1.0,1,2,0.5,Chocolate,['ore:foodChocolatebar'],Better With Mods,5405
betterwithmods:chowder,1.0,1,2,0.5,Chowder,['ore:'],Better With Mods,5406
betterwithmods:cooked_bat_wing,2.0,1,2,0.5,Cooked Bat Wing,['ore:listAllmeatcooked'],Better With Mods,5424
betterwithmods:cooked_egg,2.0,1,2,0.5,Cooked Egg,['ore:'],Better With Mods,5393
betterwithmods:cooked_kebab,1.0,1,2,0.5,Kebab,['ore:'],Better With Mods,5407
betterwithmods:cooked_mystery_meat,2.0,1,2,0.5,Cooked Mystery Meat,"['ore:foodStewMeat', 'ore:listAllmeatcooked']",Better With Mods,5422
betterwithmods:cooked_omelet,2.0,1,2,0.5,Cooked Mushroom Omelet,['ore:'],Better With Mods,5397
betterwithmods:cooked_scrambled_egg,2.0,1,2,0.5,Cooked Scrambled Eggs,['ore:'],Better With Mods,5395
betterwithmods:cooked_wolf_chop,2.0,1,2,0.5,Cooked Wolf Chop,['ore:listAllmeatcooked'],Better With Mods,5417
betterwithmods:creeper_oyster,1.0,1,2,0.5,Creeper Oyster,['ore:'],Better With Mods,5390
betterwithmods:donut,1.0,1,2,0.5,Donut,['ore:foodDonut'],Better With Mods,5374
betterwithmods:ham_and_eggs,1.0,1,2,0.5,Ham and Eggs,['ore:'],Better With Mods,5398
betterwithmods:hearty_stew,1.0,1,2,0.5,Hearty Stew,['ore:'],Better With Mods,5408
betterwithmods:kibble,1.0,1,2,0.5,Kibble,['ore:'],Better With Mods,5418
betterwithmods:mystery_meat,1.0,1,2,0.5,Mystery Meat,"['ore:listAllmeat', 'ore:listAllmeatraw', 'ore:mulchNitrogen']",Better With Mods,5421
betterwithmods:pork_dinner,1.0,1,2,0.5,Pork Dinner,['ore:'],Better With Mods,5410
betterwithmods:raw_egg,1.0,1,2,0.5,Raw Egg,['ore:listAllegg'],Better With Mods,5392
betterwithmods:raw_kebab,1.0,1,2,0.5,Uncooked Kebab,['ore:'],Better With Mods,5409
betterwithmods:raw_omelet,1.0,1,2,0.5,Raw Mushroom Omelet,['ore:'],Better With Mods,5396
betterwithmods:raw_scrambled_egg,1.0,1,2,0.5,Raw Scrambled Eggs,['ore:'],Better With Mods,5394
betterwithmods:tasty_sandwich,9.0,4,9.0,9.0,Foul Sandwich,['ore:'],Better With Mods,5399
betterwithmods:wolf_chop,1.0,1,2,0.5,Wolf Chop,"['ore:listAllmeatraw', 'ore:mulchNitrogen']",Better With Mods,5416
betterwithaddons:food_amanita_baked,1.0,1,2,0.5,Baked Mushroom,['ore:'],Better with Addons,6291
betterwithaddons:food_beetroot_baked,1.0,1,2,0.5,Baked Beetroot,['ore:'],Better with Addons,6293
betterwithaddons:food_beetroot_cooked,2.0,1,2,0.5,Cooked Beetroot,['ore:'],Better with Addons,6292
betterwithaddons:food_bowl_rice,1.0,1,2,0.5,Bowl of Rice,['ore:'],Better with Addons,6312
betterwithaddons:food_carrot_baked,2.0,1,2,0.5,Baked Carrot,['ore:cookedCarrot'],Better with Addons,6295
betterwithaddons:food_carrot_cooked,2.0,1,2,0.5,Cooked Carrot,['ore:cookedCarrot'],Better with Addons,6294
betterwithaddons:food_clownfish_cooked,2.0,1,2,0.5,Cooked Clownfish,['ore:listAllmeatcooked'],Better with Addons,6304
betterwithaddons:food_cooked_rice,2.0,1,2,0.5,Cooked Rice,['ore:'],Better with Addons,6311
betterwithaddons:food_egg_cooked,2.0,1,2,0.5,Cooked Egg,['ore:'],Better with Addons,6297
betterwithaddons:food_fugu_sac,1.0,1,2,0.5,Fugu Sac,['ore:'],Better with Addons,6308
betterwithaddons:food_ground_meat,1.0,1,2,0.5,Ground Meat,['ore:'],Better with Addons,6299
betterwithaddons:food_meatballs,1.0,1,2,0.5,Meatballs,['ore:'],Better with Addons,6298
betterwithaddons:food_mulberry,1.0,1,2,0.5,Mulberry,['ore:'],Better with Addons,6310
betterwithaddons:food_mushroom_baked,1.0,1,2,0.5,Baked Mushroom,['ore:'],Better with Addons,6290
betterwithaddons:food_pie_amanita,1.0,1,2,0.5,Mushroom Pie,['ore:'],Better with Addons,6301
betterwithaddons:food_pie_meat,1.0,1,2,0.5,Meat Pie,['ore:'],Better with Addons,6302
betterwithaddons:food_pie_melon,1.0,1,2,0.5,Melon Pie,['ore:'],Better with Addons,6303
betterwithaddons:food_pie_mushroom,1.0,1,2,0.5,Mushroom Pie,['ore:'],Better with Addons,6300
betterwithaddons:food_potato_cooked,2.0,1,2,0.5,Cooked Potato,['ore:cookedPotato'],Better with Addons,6296
betterwithaddons:food_pufferfish_baked,2.0,1,2,0.5,Cooked Pufferfish,['ore:'],Better with Addons,6305
betterwithaddons:food_pufferfish_cooked,2.0,1,2,0.5,Cooked Fugu,['ore:'],Better with Addons,6307
betterwithaddons:food_pufferfish_prepared,1.0,1,2,0.5,Fugu,['ore:'],Better with Addons,6306
betterwithaddons:food_sashimi,1.0,1,2,0.5,Sashimi,['ore:'],Better with Addons,6309
betterwithaddons:laxative,1.0,1,2,0.5,Laxative,['ore:'],Better with Addons,6313
betterwithaddons:rotten_food,1.0,1,2,0.5,Rotten Food,['ore:'],Better with Addons,6319
biomesoplenty:berries,1.0,1,2,0.5,Hawthorn Berry,['ore:'],Biomes O' Plenty,4287
biomesoplenty:filled_honeycomb,1.0,1,2,0.5,Filled Honeycomb,['ore:foodFilledhoneycomb'],Biomes O' Plenty,4292
biomesoplenty:peach,1.0,1,2,0.5,Peach,"['ore:cropPeach', 'ore:listAllfruit']",Biomes O' Plenty,4289
biomesoplenty:pear,1.0,1,2,0.5,Pear,"['ore:cropPear', 'ore:listAllfruit']",Biomes O' Plenty,4288
biomesoplenty:persimmon,1.0,1,2,0.5,Persimmon,"['ore:cropPersimmon', 'ore:listAllfruit']",Biomes O' Plenty,4290
biomesoplenty:ricebowl,1.0,1,2,0.5,Bowl of Rice,['ore:foodBowlofrice'],Biomes O' Plenty,4294
biomesoplenty:shroompowder,1.0,1,2,0.5,Shroom Powder,"['ore:disintegrationQuintessenceB', 'ore:foodMushroompowder']",Biomes O' Plenty,4293
caves_and_cliffs:glow_berries,1.0,1,2,0.5,Glow Berries,['ore:'],Caves And Cliffs,10906
dungeontactics:bottled_milk,1.0,1,2,0.5,Bottled Milk,['ore:'],DungeonTactics,6819
dungeontactics:bread_slice,1.0,1,2,0.5,Slice of Bread,['ore:'],DungeonTactics,6834
dungeontactics:candy_skull,1.0,1,2,0.5,Candy Skull,['ore:'],DungeonTactics,6869
dungeontactics:cherry_bomb,1.0,1,2,0.5,Cherry Bomb,['ore:'],DungeonTactics,6650
dungeontactics:fire_water,1.0,1,2,0.5,Ever-Flowing Fire Water,['ore:'],DungeonTactics,6728
dungeontactics:fish_flying,1.0,1,2,0.5,Flying Fish,['ore:'],DungeonTactics,6822
dungeontactics:fish_flying_cooked,2.0,1,2,0.5,Cooked Flying Fish,['ore:'],DungeonTactics,6823
dungeontactics:fish_lava,1.0,1,2,0.5,Lava Fish,['ore:'],DungeonTactics,6824
dungeontactics:fish_lava_cooked,2.0,1,2,0.5,Cooked Lava Fish,['ore:'],DungeonTactics,6825
dungeontactics:fish_lung,1.0,1,2,0.5,Lung Fish,['ore:'],DungeonTactics,6828
dungeontactics:fish_lung_cooked,2.0,1,2,0.5,Cooked Lung Fish,['ore:'],DungeonTactics,6829
dungeontactics:fish_muscle,1.0,1,2,0.5,Muscle Fish,['ore:'],DungeonTactics,6826
dungeontactics:fish_muscle_cooked,2.0,1,2,0.5,Cooked Muscle Fish,['ore:'],DungeonTactics,6827
dungeontactics:fish_obsidian,1.0,1,2,0.5,Obsidian Fish,['ore:'],DungeonTactics,6830
dungeontactics:fish_obsidian_cooked,2.0,1,2,0.5,Cooked Obsidian Fish,['ore:'],DungeonTactics,6831
dungeontactics:fish_swift,1.0,1,2,0.5,Swift Fish,['ore:'],DungeonTactics,6820
dungeontactics:fish_swift_cooked,2.0,1,2,0.5,Cooked Swift Fish,['ore:'],DungeonTactics,6821
dungeontactics:fish_tunnel,1.0,1,2,0.5,Tunnel Shark,"['ore:balanceYangQuintessenceB', 'ore:lunarQuintessence']",DungeonTactics,6832
dungeontactics:fish_tunnel_cooked,2.0,1,2,0.5,Cooked Tunnel Shark,['ore:'],DungeonTactics,6833
dungeontactics:glowcurrent,1.0,1,2,0.5,Glowcurrent,['ore:'],DungeonTactics,6652
dungeontactics:incindiberry,1.0,1,2,0.5,Incindiberry,['ore:'],DungeonTactics,6651
dungeontactics:jam,1.0,1,2,0.5,Jam,['ore:'],DungeonTactics,6837
dungeontactics:jam_on_toast,1.0,1,2,0.5,Jam on Toast,['ore:'],DungeonTactics,6838
dungeontactics:mince_pie,1.0,1,2,0.5,Mince Pie,['ore:'],DungeonTactics,6871
dungeontactics:ration_gold,1.0,1,2,0.5,Gold Ration,['ore:'],DungeonTactics,6842
dungeontactics:ration_iron,1.0,1,2,0.5,Iron Ration,['ore:'],DungeonTactics,6840
dungeontactics:ration_silver,1.0,1,2,0.5,Silver Ration,['ore:'],DungeonTactics,6841
dungeontactics:ration_standard,1.0,1,2,0.5,Standard Ration,['ore:'],DungeonTactics,6839
dungeontactics:spidereye_soup,1.0,1,2,0.5,Spider Eye Soup,['ore:'],DungeonTactics,6843
dungeontactics:toast,1.0,1,2,0.5,Toast,['ore:'],DungeonTactics,6835
dungeontactics:toast_slice,1.0,1,2,0.5,Slice of Toast,['ore:'],DungeonTactics,6836
endreborn:food_chorus_soup,1.0,1,2,0.5,Chorus Soup,['ore:'],End: Reborn,7076
endreborn:food_dragonite_berries,1.0,1,2,0.5,Dragonite Berries,['ore:'],End: Reborn,7075
endreborn:food_ender_flesh,1.0,1,2,0.5,Ender Flesh,['ore:'],End: Reborn,7074
mod_lavacow:canebeef,38.0,1,5,1.5,The Sandwich Horror,['ore:'],Fish's Undead Rising,7122
mod_lavacow:canepork,1.0,1,2,0.5,Cane Pork,"['ore:listAllmeatraw', 'ore:mulchNitrogen']",Fish's Undead Rising,7123
mod_lavacow:canerottenmeat,20.0,1,2,0.5,Cane Rotten Flesh,['ore:deathQuintessenceB'],Fish's Undead Rising,7124
mod_lavacow:cheirolepis,1.0,1,2,0.5,Cheirolepis,"['ore:fish', 'ore:listAllfishraw', 'ore:listAllmeatraw', 'ore:mulchNitrogen']",Fish's Undead Rising,7131
mod_lavacow:cheirolepis_cooked,2.0,1,2,0.5,Cooked Cheirolepis,"['ore:listAllfishcooked', 'ore:listAllmeatcooked']",Fish's Undead Rising,7132
mod_lavacow:crabcake,3.0,2,5,1.5,Crab Cake,['ore:'],Fish's Undead Rising,7195
mod_lavacow:frozenthigh,1.0,1,2,0.5,Frozen Thigh,"['ore:balanceYangQuintessenceA', 'ore:deathQuintessenceB', 'ore:listAllmeatraw', 'ore:mulchNitrogen']",Fish's Undead Rising,7138
mod_lavacow:ghostjelly,4.0,1,5,1.5,Spectral Jelly,['ore:'],Fish's Undead Rising,7197
mod_lavacow:green_bacon_and_eggs,23.0,1,2,0.5,Green Eggs and Bacon,['ore:'],Fish's Undead Rising,7149
mod_lavacow:meatball,2.0,1,2,0.5,Meat Ball,['ore:listAllmeatcooked'],Fish's Undead Rising,7134
mod_lavacow:mimic_claw,1.0,1,2,0.5,Mimicrab Claw,"['ore:foodCrabraw', 'ore:transformationQuintessenceB']",Fish's Undead Rising,7154
mod_lavacow:mimic_claw_cooked,2.0,1,2,0.5,Baked Mimicrab Claw,['ore:foodCrabcooked'],Fish's Undead Rising,7155
mod_lavacow:mousse,1.0,1,2,0.5,Minced meat,"['ore:listAllmeatraw', 'ore:mulchNitrogen']",Fish's Undead Rising,7133
mod_lavacow:netherstew,1.0,1,2,0.5,Nether Stew,['ore:'],Fish's Undead Rising,7121
mod_lavacow:parasite_item,1.0,1,2,0.5,Parasite,['ore:deathQuintessenceB'],Fish's Undead Rising,7127
mod_lavacow:parasite_item_cooked,2.0,1,2,0.5,Cooked Parasite,['ore:'],Fish's Undead Rising,7128
mod_lavacow:piranha,1.0,1,2,0.5,Piranha,"['ore:fish', 'ore:listAllfishraw', 'ore:listAllmeatraw', 'ore:mulchNitrogen']",Fish's Undead Rising,7129
mod_lavacow:piranha_cooked,2.0,1,2,0.5,Cooked Piranha,"['ore:listAllfishcooked', 'ore:listAllmeatcooked']",Fish's Undead Rising,7130
mod_lavacow:plagued_porkchop,1.0,1,2,0.5,Plagued Porkchop,['ore:plagueQuintessenceB'],Fish's Undead Rising,7148
mod_lavacow:ptera_wing,1.0,1,2,0.5,Ptera Wing,['ore:'],Fish's Undead Rising,7166
mod_lavacow:ptera_wing_cooked,1.0,1,2,0.5,Fried Ptera Wing,['ore:'],Fish's Undead Rising,7167
mod_lavacow:sausage_roll,1.0,1,2,0.5,Sausage Roll,['ore:'],Fish's Undead Rising,7172
mod_lavacow:shattered_ice,1.0,1,2,0.5,Shattered Ice,['ore:waterQuintessence'],Fish's Undead Rising,7184
mod_lavacow:zombiepiranha_item,1.0,1,2,0.5,Frenzy,"['ore:fish', 'ore:listAllfishraw', 'ore:listAllmeatraw', 'ore:mulchNitrogen']",Fish's Undead Rising,7176
mod_lavacow:zombiepiranha_item_cooked,2.0,1,2,0.5,Cooked Frenzy,"['ore:listAllfishcooked', 'ore:listAllmeatcooked']",Fish's Undead Rising,7177
futuremc:honey_bottle,1.0,1,2,0.5,Honey Bottle,['ore:'],Future MC,7220
futuremc:suspicious_stew,4.0,1,5,1.5,Suspicious Stew,['ore:'],Future MC,7221
iceandfire:ambrosia,5.0,1,7,3,Ambrosia,['ore:'],Ice and Fire,7442
iceandfire:fire_dragon_flesh,1.0,1,2,0.5,Fire Dragon Flesh,"['ore:balanceYingQuintessenceA', 'ore:fireQuintessence']",Ice and Fire,7417
iceandfire:ice_dragon_flesh,1.0,1,2,0.5,Ice Dragon Flesh,['ore:waterQuintessence'],Ice and Fire,7418
iceandfire:pixie_dust,1.0,1,2,0.5,Pixie Dust,['ore:faeQuintessenceB'],Ice and Fire,7439
inspirations:edibles,1.0,1,2,0.5,Heartbeet,['ore:'],Inspirations,7650
inspirations:potato_soup,12.0,1,2,0.5,Potato Soup,['ore:'],Inspirations,7675
minecraft:apple,1.0,1,2,0.5,Apple,"['ore:cropApple', 'ore:listAllfruit']",Minecraft,260
minecraft:baked_potato,5.0,1,7,3,Baked Potato,['ore:cookedPotato'],Minecraft,393
minecraft:beef,1.0,1,2,0.5,Raw Beef,"['ore:foodMeat', 'ore:listAllbeefraw', 'ore:listAllmeat', 'ore:listAllmeatraw', 'ore:meatBeef', 'ore:mulchNitrogen']",Minecraft,363
minecraft:beetroot,1.0,1,2,0.5,Beetroot,"['ore:cropBeet', 'ore:cropBeetroot', 'ore:foodVegetable', 'ore:listAllveggie']",Minecraft,434
minecraft:beetroot_soup,5.0,1,7,3,Beetroot Soup,['ore:'],Minecraft,436
minecraft:bread,1.0,1,2,0.5,Bread,"['ore:bread', 'ore:foodBread']",Minecraft,297
minecraft:carrot,1.0,1,2,0.5,Carrot,"['ore:cropCarrot', 'ore:foodVegetable', 'ore:listAllveggie']",Minecraft,391
minecraft:chicken,1.0,1,2,0.5,Raw Chicken,"['ore:foodMeat', 'ore:listAllchickenraw', 'ore:listAllmeat', 'ore:listAllmeatraw', 'ore:meatChicken', 'ore:mulchNitrogen']",Minecraft,365
minecraft:chorus_fruit,1.0,1,2,0.5,Chorus Fruit,['ore:listAllfruit'],Minecraft,432
minecraft:cooked_beef,2.0,1,2,0.5,Steak,"['ore:foodMeat', 'ore:foodStewMeat', 'ore:listAllbeefcooked', 'ore:listAllmeatcooked', 'ore:meatBeef']",Minecraft,364
minecraft:cooked_chicken,2.0,1,2,0.5,Cooked Chicken,"['ore:foodMeat', 'ore:listAllchickencooked', 'ore:listAllmeatcooked', 'ore:meatChicken']",Minecraft,366
minecraft:cooked_fish,2.0,1,2,0.5,Cooked Fish,"['ore:foodStewMeat', 'ore:listAllfishcooked', 'ore:listAllmeatcooked', 'ore:meatFish']",Minecraft,350
minecraft:cooked_mutton,2.0,1,2,0.5,Cooked Mutton,"['ore:foodMeat', 'ore:foodMuttoncooked', 'ore:foodStewMeat', 'ore:listAllmeatcooked', 'ore:listAllmuttoncooked', 'ore:meatMutton']",Minecraft,424
minecraft:cooked_porkchop,2.0,1,2,0.5,Cooked Porkchop,"['ore:foodMeat', 'ore:foodStewMeat', 'ore:listAllmeatcooked', 'ore:listAllporkcooked', 'ore:meatPork']",Minecraft,320
minecraft:cooked_rabbit,2.0,1,2,0.5,Cooked Rabbit,"['ore:foodMeat', 'ore:foodRabbitcooked', 'ore:listAllmeatcooked', 'ore:listAllrabbitcooked']",Minecraft,412
minecraft:cookie,3.0,1,5,1.5,Cookie,['ore:'],Minecraft,357
minecraft:fish,1.0,1,2,0.5,Raw Fish,"['ore:fish', 'ore:listAllfishfresh', 'ore:listAllfishraw', 'ore:listAllmeatraw', 'ore:mulchNitrogen']",Minecraft,349
minecraft:golden_apple,2.0,1,2,0.5,Golden Apple,['ore:arcanaQuintessenceA'],Minecraft,322
minecraft:golden_carrot,2.0,1,2,0.5,Golden Carrot,['ore:'],Minecraft,396
minecraft:melon,1.0,1,2,0.5,Melon,['ore:'],Minecraft,360
minecraft:mushroom_stew,3.0,1,5,1.5,Mushroom Stew,['ore:'],Minecraft,282
minecraft:mutton,1.0,1,2,0.5,Raw Mutton,"['ore:foodMeat', 'ore:foodMuttonraw', 'ore:listAllmeat', 'ore:listAllmeatraw', 'ore:listAllmuttonraw', 'ore:meatMutton', 'ore:mulchNitrogen']",Minecraft,423
minecraft:poisonous_potato,1.0,1,2,0.5,Poisonous Potato,"['ore:plagueQuintessenceC', 'ore:poisonQuintessenceA']",Minecraft,394
minecraft:porkchop,1.0,1,2,0.5,Raw Porkchop,"['ore:foodMeat', 'ore:listAllmeat', 'ore:listAllmeatraw', 'ore:listAllporkraw', 'ore:meatPork', 'ore:mulchNitrogen']",Minecraft,319
minecraft:potato,2.0,1,2,0.5,Potato,"['ore:cropPotato', 'ore:foodVegetable', 'ore:listAllveggie']",Minecraft,392
minecraft:pumpkin_pie,4.0,1,5,1.5,Pumpkin Pie,['ore:'],Minecraft,400
minecraft:rabbit,1.0,1,2,0.5,Raw Rabbit,"['ore:foodMeat', 'ore:foodRabbitraw', 'ore:listAllmeat', 'ore:listAllmeatraw', 'ore:listAllrabbitraw', 'ore:mulchNitrogen']",Minecraft,411
minecraft:rabbit_stew,6.0,1,7,3,Rabbit Stew,['ore:'],Minecraft,413
minecraft:rotten_flesh,1.0,1,2,0.5,Rotten Flesh,"['ore:deathQuintessenceB', 'ore:meatRotten', 'ore:mulchNitrogen', 'ore:plagueQuintessenceB']",Minecraft,367
minecraft:spider_eye,1.0,1,2,0.5,Spider Eye,"['ore:eyeball', 'ore:poisonQuintessenceB']",Minecraft,375
mowziesmobs:glowing_jelly,1.0,1,2,0.5,Luminous Jelly,"['ore:balanceYangQuintessenceB', 'ore:lunarQuintessence']",Mowzie's Mobs,7761
netherex:congealed_magma_cream,1.0,1,2,0.5,Congealed Magma Cream,['ore:foodCongealedmagmacream'],NetherEx,7796
netherex:enoki_mushroom,1.0,1,2,0.5,Enoki Mushroom,"['ore:cropEnokimushroom', 'ore:listAllmushroom', 'ore:listAllveggie', 'ore:mushroomAny']",NetherEx,7797
